Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
20160503.BIZARRE spinning toys.1Tx7FgZuV3U.en.txt,1,951,67.44,53.79,59.90,76.33,951.00,17.77,85.59,54.68,13.77,3.47,0.74,0.42,2.00,0.11,0.21,10.30,8.31,15.14,7.57,7.47,7.99,1.26,14.30,5.36,3.89,2.42,0.63,1.79,5.26,4.00,1.26,0.11,0.42,0.21,3.68,0.00,0.00,0.11,0.11,10.52,1.16,2.31,1.37,2.84,0.95,3.15,2.00,0.95,0.32,0.74,2.00,0.53,0.00,0.00,1.37,6.83,0.53,2.10,3.58,1.37,0.32,1.05,12.20,1.26,18.93,4.84,10.83,4.31,2.52,1.26,0.11,0.11,0.00,0.00,0.84,0.00,0.21,0.21,0.42,0.00,3.15,0.00,0.00,0.21,0.00,0.00,0.00,0.32,0.00,2.63,0.00,0.00
20170202.The Boat_Rock Brainteaser ft Simone Giertz part 2_3.ri49dTluKPU.en.txt,1,1113,47.48,58.52,74.16,69.79,1113.00,16.53,88.41,54.18,15.99,10.42,4.85,0.27,4.04,0.09,1.17,5.39,9.70,9.79,10.42,5.21,7.73,1.98,17.88,6.20,6.20,0.99,2.07,2.07,3.77,3.05,0.72,0.18,0.00,0.27,9.07,0.09,0.18,0.27,0.09,12.04,2.79,2.07,1.08,3.41,0.90,4.40,2.96,0.54,0.27,1.53,0.81,0.18,0.09,0.00,0.36,7.19,1.08,0.27,3.77,1.89,0.36,1.89,13.57,1.53,14.02,3.77,8.00,2.70,1.17,1.35,0.00,0.18,0.00,0.00,3.05,0.00,0.18,2.61,0.27,0.00,4.85,0.00,0.00,0.18,0.00,0.00,0.00,0.09,0.00,4.40,0.00,0.18
20160907.Q&A with Dianna on Physics Girl.wCVSGskmdbc.en.txt,1,1835,26.21,44.15,81.98,80.94,1835.00,17.00,92.70,58.96,19.35,11.66,7.47,0.71,2.51,0.49,0.49,7.68,5.07,12.26,11.34,6.32,8.28,1.91,19.35,4.41,2.83,2.40,1.14,2.62,4.69,3.87,0.82,0.22,0.22,0.11,9.48,0.22,0.44,0.49,0.44,17.87,4.63,1.96,2.51,6.05,1.85,4.74,2.34,1.63,0.33,0.38,0.38,0.11,0.00,0.00,0.16,5.61,1.91,0.93,1.36,1.47,0.11,3.65,13.24,1.20,12.64,1.47,6.98,4.41,4.20,2.13,0.16,0.00,0.00,0.00,0.71,0.05,0.27,0.27,0.22,0.00,3.49,0.00,0.00,0.11,0.05,0.00,0.00,0.27,0.00,2.89,0.00,0.16
20180331.What stretching actually does to your body ft. Sofie Dossi.1JgBp7dX4AU.en.txt,1,1385,47.14,61.10,55.81,88.31,1385.00,20.22,86.28,53.21,15.02,8.09,3.18,0.58,3.25,0.72,0.36,6.93,6.35,12.78,10.11,6.86,8.09,1.01,15.09,5.27,3.90,3.18,1.66,4.19,4.84,4.26,0.58,0.00,0.00,0.14,7.00,0.00,0.00,1.01,0.07,11.70,2.74,1.81,0.72,2.74,1.01,3.83,2.89,0.65,0.22,1.95,3.61,2.82,1.73,0.00,0.14,4.98,0.79,0.94,1.73,1.88,0.07,2.24,11.70,1.88,13.57,1.73,7.08,5.20,2.45,1.16,0.14,0.14,0.00,0.14,1.73,0.00,0.22,1.23,0.22,0.00,4.04,0.00,0.00,0.14,0.00,0.00,0.00,0.07,0.00,3.54,0.00,0.29
20170713.This phenomenon only happens in Hawaii . . . and Cuba & Nigeria & Indonesia & Peru & Sudan & Laos &….qFOX3AO2FjE.en.txt,1,629,85.14,58.18,70.12,55.76,629.00,18.28,80.92,50.08,9.06,3.34,0.79,0.00,2.38,0.00,0.16,5.56,10.17,13.67,7.00,5.41,7.31,1.43,12.72,2.70,1.43,2.38,2.54,0.64,2.54,2.07,0.48,0.00,0.00,0.32,4.77,0.00,0.00,0.32,0.00,10.65,0.79,1.59,1.27,3.97,2.70,2.86,1.75,1.11,0.32,0.32,1.11,0.00,1.11,0.00,0.00,2.70,0.64,0.48,0.64,1.11,0.00,1.27,11.92,0.48,20.99,0.95,10.33,9.70,1.11,0.95,0.16,0.48,0.00,0.16,0.64,0.00,0.00,0.32,0.16,0.00,4.45,0.48,0.00,0.32,0.00,0.00,0.00,0.48,0.00,2.07,0.00,1.11
20170524.MIND-BOGGLING HIKER RIDDLE ft Anne Wojcicki.BnxG0RqP080.en.txt,1,842,39.42,83.79,71.82,97.82,842.00,12.23,92.99,55.46,19.48,14.13,5.46,1.07,5.58,1.54,0.48,5.11,6.18,12.59,9.14,5.82,7.60,1.43,18.41,4.16,3.92,0.83,1.19,2.26,7.24,6.29,0.95,0.00,0.48,0.12,12.83,0.12,0.36,1.66,0.36,12.00,4.04,1.54,0.95,2.14,1.78,2.73,2.85,1.19,0.95,0.71,0.59,0.00,0.00,0.00,0.12,7.60,2.49,1.19,1.78,2.49,0.00,2.49,14.25,1.66,14.73,2.38,8.08,4.28,2.49,1.54,0.00,0.24,0.12,0.00,4.04,0.00,0.24,2.49,1.31,0.00,5.34,0.00,0.00,0.24,0.00,0.00,0.00,0.24,0.00,4.04,0.00,0.83
20151201.Are MRIs safe.hlRpl_GMPPc.en.txt,1,1075,63.57,68.89,39.74,66.28,1075.00,17.49,84.84,54.70,14.79,7.44,1.77,1.21,2.51,0.09,1.86,7.35,7.35,14.23,9.12,5.12,7.44,1.21,15.63,4.28,2.42,2.42,0.56,1.95,4.19,3.16,1.02,0.28,0.19,0.00,7.72,0.09,0.00,0.19,0.00,12.19,2.05,2.88,1.21,3.35,1.40,3.44,4.19,3.16,0.47,0.19,4.56,2.42,1.30,0.00,0.84,4.47,1.30,0.74,1.21,1.02,0.47,2.05,12.19,1.30,13.49,1.77,9.02,2.79,1.95,0.65,0.09,0.37,0.00,0.00,1.02,0.09,0.09,0.37,0.56,0.00,3.53,0.09,0.09,0.19,0.00,0.00,0.00,0.37,0.00,2.79,0.00,0.00
20180815.Can you solve the BOWL RIDDLE ft. Kurt Hugo Schneider Part 1_3.z0JpgEOLezY.en.txt,1,1202,50.19,61.47,52.54,84.47,1202.00,12.31,88.60,53.91,16.14,8.99,3.99,0.50,4.16,0.17,0.17,7.15,7.65,12.06,9.65,5.57,7.49,1.75,16.56,4.74,3.58,1.08,4.24,2.41,4.33,3.83,0.50,0.08,0.17,0.08,7.40,0.00,0.33,0.17,1.25,12.56,3.00,1.66,1.33,2.91,1.75,3.41,2.75,1.25,0.42,1.08,1.41,0.08,0.00,0.00,1.33,5.99,0.58,0.67,3.08,1.75,0.08,2.16,12.65,1.08,12.48,2.16,7.74,2.83,1.41,2.33,0.42,0.00,0.00,0.00,4.08,0.00,0.50,3.08,0.58,0.00,5.07,0.00,0.00,0.17,0.00,0.00,0.00,0.42,0.00,4.16,0.00,0.33
20150421.7 Science Tricks with Surface Tension.WsksFbFZeeU.en.txt,1,569,80.39,43.01,67.51,48.60,569.00,12.48,89.10,53.78,13.71,6.33,3.69,0.18,1.58,0.18,0.70,7.38,12.13,12.65,5.80,4.75,8.44,1.05,13.18,4.92,2.99,1.41,0.70,2.64,4.39,2.81,1.58,0.70,0.53,0.00,4.22,0.00,0.00,0.00,0.18,10.19,1.23,1.58,1.05,4.22,1.23,2.81,3.34,2.28,0.18,0.70,4.39,0.00,0.00,0.18,4.04,5.27,0.35,1.76,2.46,1.41,0.00,2.28,11.25,1.41,17.22,2.64,10.54,4.04,1.93,1.23,0.18,0.18,0.00,0.00,1.76,0.18,0.35,0.70,0.53,0.00,2.99,0.00,0.00,0.35,0.00,0.00,0.00,0.53,0.00,2.11,0.00,0.00
20180214.Can you power a house with a ShakeWeight.Dm1tTSZHj8Y.en.txt,1,1323,57.95,69.37,50.09,92.86,1323.00,15.19,87.07,52.76,16.33,9.52,4.01,3.02,1.81,0.15,0.53,6.80,7.33,13.15,8.39,5.97,6.95,0.98,17.23,3.78,2.27,1.51,3.55,3.33,6.50,5.37,1.13,0.91,0.00,0.15,7.33,0.00,0.15,0.00,0.23,12.24,2.57,4.08,1.36,2.49,1.28,2.12,1.97,0.68,0.38,0.83,0.91,0.23,0.15,0.00,0.53,8.69,3.33,1.66,2.42,1.21,0.15,2.87,13.00,1.59,13.83,3.85,5.74,4.76,2.80,0.38,0.76,0.23,0.00,0.00,2.04,0.00,0.60,0.98,0.45,0.08,5.52,0.60,0.15,0.15,0.00,0.00,0.00,0.15,0.00,4.08,0.00,0.38
20210510.World's Only Moving Mud Puddle.Ek1buV2HA68.en.txt,1,2425,54.58,53.30,63.91,31.39,1212.50,13.36,84.91,58.06,14.52,5.90,2.31,1.36,1.61,0.25,0.37,8.62,9.40,13.44,9.44,8.58,8.00,1.65,17.65,3.22,1.98,1.81,2.06,2.10,3.22,1.73,1.40,0.49,0.16,0.12,5.32,0.08,0.04,0.33,0.21,11.22,2.06,1.77,1.77,2.35,1.24,3.46,1.81,0.95,0.33,0.41,1.28,0.58,0.00,0.00,0.62,6.47,1.69,0.99,1.94,1.40,0.62,4.78,11.38,1.65,17.32,3.09,9.03,5.48,0.82,0.62,0.04,0.12,0.00,0.04,0.99,0.04,0.12,0.16,0.54,0.00,4.16,0.04,0.00,0.08,0.00,0.00,0.00,0.08,0.00,3.96,0.00,0.00
20120424.How the Hippies Saved Physics _ EXPERT ANSWERS PHYSICS GIRL QUESTIONS.iah2GeJgWJk.en.txt,1,1837,55.38,61.37,64.26,88.50,918.50,18.02,89.93,55.96,14.48,6.42,2.40,0.93,1.58,0.44,1.09,8.06,6.37,14.48,8.66,7.57,8.44,0.76,15.30,5.66,2.12,1.91,0.93,2.89,5.44,4.52,0.82,0.11,0.16,0.00,7.78,0.22,0.05,0.11,0.44,14.43,3.59,0.54,0.82,5.72,0.93,4.25,1.80,0.44,0.22,0.87,0.93,0.44,0.22,0.22,0.05,7.78,1.96,1.42,3.05,1.63,0.16,3.59,11.05,1.03,14.21,1.14,7.95,5.28,4.46,0.98,0.33,0.38,0.05,0.16,0.60,0.00,0.05,0.33,0.22,0.00,3.38,0.11,0.00,0.11,0.00,0.00,0.00,0.38,0.00,2.78,0.00,0.00
20170222.Why aren't plants black 🌿.3BRP4wcSCM0.en.txt,1,1117,49.24,54.29,31.36,69.64,1117.00,14.41,88.54,53.18,14.95,5.46,1.70,0.54,2.42,0.00,0.81,9.49,7.88,10.83,10.12,5.64,7.61,1.61,17.37,8.33,3.85,2.06,1.43,3.49,3.04,2.69,0.36,0.00,0.09,0.09,6.27,0.18,0.00,0.09,0.00,17.46,3.58,2.69,2.60,5.46,1.34,4.83,11.28,10.03,0.81,0.36,0.90,0.18,0.18,0.00,0.54,5.01,0.72,1.43,1.16,1.97,0.27,2.06,13.88,0.81,10.56,1.34,5.91,3.31,0.90,0.45,0.27,0.09,0.00,0.00,1.25,0.00,0.27,0.63,0.27,0.00,4.66,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,4.12,0.00,0.36
20180117.How I broke a wine glass with my VOICE (using science!).Oc27GxSD_bI.en.txt,1,1718,43.04,64.54,48.92,48.45,1718.00,16.07,85.56,57.16,18.51,8.44,3.03,0.58,3.78,0.58,0.47,10.07,7.68,11.82,9.95,5.94,7.33,1.16,18.57,4.13,2.62,1.98,0.93,1.57,4.25,2.74,1.51,0.35,0.29,0.35,7.22,0.06,0.17,0.17,0.70,12.22,2.79,1.51,1.92,2.97,1.16,3.67,2.97,0.64,1.63,0.58,0.70,0.17,0.23,0.00,0.29,5.36,0.87,1.69,1.75,1.16,0.41,2.85,12.46,1.75,13.85,2.79,7.33,3.61,1.80,1.57,0.35,0.23,0.00,0.06,1.40,0.00,0.41,0.64,0.23,0.00,4.02,0.00,0.00,0.12,0.00,0.00,0.00,0.12,0.00,3.14,0.00,0.64
20190725.The Hardest Exam I Ever Took at MIT in Physics.Gc8_pN7EiRE.en.txt,1,1893,46.01,66.19,54.38,54.61,1893.00,15.74,90.17,57.42,17.54,9.98,4.54,1.48,3.28,0.11,0.58,7.55,6.97,13.68,10.30,6.81,7.29,1.06,20.81,3.22,3.06,2.01,2.27,2.27,5.12,3.33,1.80,0.11,0.16,0.37,8.14,0.21,0.00,0.42,0.05,13.89,3.70,2.01,2.22,3.91,0.69,3.12,2.75,1.69,0.37,0.63,0.26,0.21,0.00,0.00,0.05,8.51,1.69,1.90,1.37,2.80,1.37,5.34,13.15,1.69,12.63,2.17,6.44,4.07,5.28,0.74,0.05,0.00,0.00,0.00,1.90,0.00,0.48,0.85,0.42,0.05,5.18,0.05,0.00,0.11,0.00,0.00,0.00,0.32,0.00,4.44,0.00,0.26
20190830.What happens when black holes collide _ EXPERT ANSWERS PHYSICS GIRL QUESTIONS.uSzQPAzOoYg.en.txt,1,5070,48.43,69.95,56.18,52.80,5070.00,16.88,85.44,55.92,16.27,6.55,1.40,1.52,3.14,0.06,0.43,9.72,8.05,12.78,9.78,6.67,8.13,1.48,16.88,3.61,2.72,2.37,2.50,1.81,2.45,1.93,0.49,0.02,0.20,0.12,7.24,0.02,0.02,0.06,0.14,13.63,3.41,2.23,1.66,4.00,1.07,3.77,2.98,2.03,0.63,0.30,0.57,0.36,0.12,0.02,0.10,4.42,1.76,0.81,0.91,0.95,0.10,2.52,12.72,1.07,15.07,1.99,8.64,4.50,0.99,0.57,0.12,0.12,0.02,0.12,2.25,0.02,0.22,1.64,0.39,0.00,4.69,0.04,0.02,0.04,0.00,0.00,0.00,0.30,0.00,4.06,0.00,0.24
"20200910.Trig Review for Physics - Common Math Tools - Physics 101, AP Physics 1 Review with Physics Girl.2E_O_CR9FA8.en.txt",1,2136,61.26,50.19,49.83,52.09,237.33,12.87,80.76,52.76,14.51,8.10,4.35,1.59,1.26,0.56,0.33,6.41,8.71,12.59,9.13,5.01,8.80,0.80,16.15,4.03,2.34,1.36,8.52,1.87,2.25,1.83,0.42,0.00,0.05,0.00,5.20,0.00,0.14,0.47,0.14,10.02,2.20,2.90,1.31,1.73,0.89,2.86,2.86,2.25,0.37,0.23,0.33,0.19,0.09,0.00,0.05,6.04,1.78,0.70,2.62,0.75,0.23,1.22,13.62,1.50,13.44,1.92,8.57,2.86,1.26,0.42,0.05,0.00,0.00,0.00,0.94,0.00,0.33,0.28,0.23,0.00,5.38,0.37,0.00,0.09,0.00,0.00,0.00,0.19,0.00,4.54,0.00,0.19
20150330.Special Relativity and the Twin Paradox.ERgwVm9qWKA.en.txt,1,1026,46.37,91.06,69.58,18.58,1026.00,15.01,84.70,53.51,15.89,10.23,0.29,1.07,6.53,2.34,0.00,5.65,6.53,12.38,9.65,6.34,7.80,1.46,17.15,7.02,5.07,1.56,3.70,1.46,2.44,0.97,1.46,0.10,0.29,0.00,11.11,0.00,0.00,2.34,0.00,10.62,2.53,2.14,1.17,1.95,0.88,3.41,3.02,2.53,0.29,0.49,0.10,0.00,0.10,0.00,0.00,3.22,1.07,0.29,0.58,1.07,0.19,0.49,13.84,1.46,21.35,5.56,7.50,9.94,0.97,0.58,0.19,0.00,0.00,0.00,0.68,0.10,0.10,0.29,0.19,0.00,4.78,0.00,0.29,0.19,0.00,0.00,0.00,0.10,0.00,3.90,0.00,0.29
20140428.Singing plates - Standing Waves on Chladni plates.wYoxOJDrZzw.en.txt,1,546,65.95,58.68,73.26,42.38,546.00,15.02,84.98,56.59,11.90,6.41,2.56,2.01,1.47,0.00,0.37,5.49,10.44,12.64,9.16,7.88,8.06,1.28,17.58,4.76,3.11,2.56,1.10,3.11,2.38,1.65,0.73,0.18,0.18,0.00,6.23,0.00,0.00,0.00,0.00,10.99,0.73,1.47,2.01,2.75,2.01,3.66,3.30,2.01,0.37,0.92,0.18,0.00,0.00,0.18,0.00,5.49,2.38,0.55,1.28,1.65,0.00,2.93,12.27,0.92,19.78,4.95,13.00,3.11,1.28,0.55,0.00,0.00,0.00,0.18,0.73,0.00,0.00,0.55,0.18,0.00,3.66,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,3.30,0.00,0.00
"20200804.Dianna's Intro Physics Class - Trailer - Physics 101, AP Physics 1 Review with Physics Girl.GOuZkYDQjpc.en.txt",1,821,48.26,79.96,51.29,32.03,821.00,18.51,85.75,53.47,16.81,7.31,2.44,3.17,1.34,0.12,0.24,9.50,5.60,13.03,8.65,5.36,9.01,0.37,17.66,3.90,1.83,2.92,0.97,2.31,2.31,1.34,0.97,0.00,0.24,0.24,9.38,0.00,0.12,0.12,0.00,11.45,3.41,1.71,1.34,3.05,1.58,2.44,2.19,1.58,0.49,0.12,0.97,0.00,0.85,0.00,0.00,9.14,4.63,0.61,1.83,1.83,0.37,2.56,12.79,4.26,14.37,2.56,7.67,4.38,4.99,0.24,0.00,0.12,0.00,0.00,0.37,0.24,0.12,0.00,0.00,0.00,4.63,0.12,0.00,0.24,0.00,0.00,0.00,0.00,0.00,4.26,0.00,0.00
20161006.How do touchscreens work.WdS4JU17HRs.en.txt,1,1139,68.67,83.73,36.72,68.83,1139.00,18.88,78.23,50.40,13.52,6.23,0.88,0.09,4.74,0.00,0.53,7.29,7.02,14.14,6.58,6.23,7.81,1.14,11.50,5.09,2.37,2.90,4.83,3.95,2.63,2.46,0.18,0.00,0.00,0.18,9.83,0.09,0.00,0.09,0.00,9.48,1.49,2.63,0.18,1.58,1.32,2.81,5.79,1.58,2.19,1.76,1.05,0.79,0.09,0.00,0.18,4.65,0.79,0.35,2.46,1.05,0.09,1.05,10.10,0.97,13.96,2.02,8.78,3.25,1.23,0.53,0.09,0.18,0.00,0.00,0.61,0.00,0.35,0.18,0.09,0.00,3.34,0.00,0.09,0.18,0.00,0.00,0.00,0.18,0.00,2.72,0.00,0.18
20200320.HOME CHALLENGE - 20 Easy Experiments in 5 mins for Bored Adults and Kids at School Inside.8aaXZDazPxs.en.txt,1,1173,49.21,56.78,65.30,88.97,1173.00,11.94,88.24,54.48,19.10,10.66,5.46,1.36,2.73,0.00,1.11,8.44,7.08,12.45,9.55,4.52,6.39,1.19,19.01,4.01,1.71,1.11,2.13,2.22,5.63,4.69,0.94,0.43,0.00,0.43,7.08,0.00,0.00,0.17,0.09,9.04,0.94,2.05,1.36,2.47,0.94,2.81,3.41,1.28,0.26,1.62,2.73,0.60,0.00,0.00,1.79,9.04,1.96,1.88,2.47,2.81,0.43,2.81,14.66,2.47,15.52,3.75,7.93,4.26,1.53,0.51,0.51,0.09,0.17,0.00,5.20,0.00,1.53,2.05,1.28,0.09,5.97,0.09,0.00,0.17,0.00,0.00,0.00,0.51,0.00,5.03,0.00,0.17
20210608.I found a Mud Volcano in California.9Oc1ErVFk1Q.en.txt,1,956,47.10,67.35,77.45,38.81,956.00,13.39,84.21,55.96,15.69,6.59,1.78,1.57,2.20,0.21,0.84,9.10,8.16,12.55,9.52,7.01,9.10,1.36,17.05,3.77,2.09,2.20,2.62,1.26,3.03,1.88,1.15,0.10,0.21,0.21,7.01,0.00,0.00,0.10,0.21,8.58,0.94,1.46,0.94,2.09,0.73,3.14,2.82,1.26,0.84,0.63,1.36,0.94,0.21,0.00,0.21,6.49,1.67,0.63,3.24,0.84,0.31,5.02,9.52,1.67,20.82,4.18,13.08,3.77,0.63,0.63,0.42,0.31,0.00,0.10,0.63,0.00,0.00,0.52,0.10,0.00,4.39,0.10,0.00,0.21,0.00,0.00,0.00,0.21,0.00,3.87,0.00,0.00
20180322.What is a quantum coin toss.UjFkIy1GTlk.en.txt,1,1168,48.21,54.76,38.60,37.91,1168.00,19.43,82.53,53.08,16.18,7.96,3.34,1.37,0.94,1.46,0.86,8.22,7.28,11.64,8.56,5.22,8.99,1.54,17.21,2.40,1.88,2.23,3.17,1.37,3.25,1.97,1.28,0.00,0.51,0.00,7.19,0.00,0.00,1.54,0.17,12.24,1.63,2.65,2.23,3.60,1.37,3.42,2.57,1.46,1.03,0.09,0.17,0.17,0.00,0.00,0.00,5.31,1.54,1.20,1.28,0.94,0.68,1.46,13.36,1.71,14.55,2.74,8.73,3.17,0.86,0.94,0.09,0.34,0.00,0.17,2.05,0.00,0.34,0.86,0.60,0.00,5.39,0.00,0.00,0.17,0.00,0.00,0.00,0.26,0.00,4.45,0.00,0.51
20170511.NEW RESULTS! Cosmic Quantum Bell Test.i6WxIblKVZI.en.txt,1,2012,60.17,68.86,37.48,38.11,2012.00,21.07,81.66,52.78,13.57,5.72,0.99,1.19,1.74,0.80,0.99,7.85,7.26,12.97,9.89,6.06,6.91,1.14,16.45,4.72,2.53,1.84,2.44,2.24,3.48,2.04,1.34,0.10,0.30,0.05,8.10,0.05,0.20,0.20,0.75,15.11,3.38,2.98,1.14,4.32,0.99,3.93,2.24,1.24,0.50,0.35,0.94,0.60,0.30,0.00,0.05,5.17,1.79,1.14,1.59,0.75,0.35,3.93,11.13,0.65,12.72,1.49,7.11,4.17,2.83,0.30,0.05,0.30,0.05,0.20,0.45,0.05,0.10,0.20,0.05,0.05,3.78,0.00,0.00,0.10,0.00,0.00,0.00,0.35,0.00,3.13,0.00,0.20
20161207.Solving crimes with INFRARED.1Un08ziq82Y.en.txt,1,1477,49.12,71.98,36.68,73.78,1477.00,14.69,87.00,53.89,16.52,7.11,1.76,1.90,2.84,0.14,0.47,9.34,5.89,13.88,9.55,7.79,5.89,1.29,18.55,5.69,4.27,2.17,0.34,2.64,3.39,2.98,0.41,0.00,0.07,0.07,7.38,0.07,0.34,0.07,0.20,11.98,1.76,2.57,0.95,2.64,1.76,3.25,10.09,7.45,0.41,1.96,1.02,0.81,0.07,0.00,0.14,5.15,2.23,0.61,1.42,0.88,0.07,1.90,15.50,1.02,13.27,2.44,8.60,2.17,0.34,0.68,0.68,0.00,0.07,0.00,3.93,0.00,0.61,2.10,0.88,0.34,5.35,0.00,0.00,0.14,0.00,0.00,0.00,0.14,0.00,4.67,0.00,0.41
20170503.What weightlessness feels like on Zero-G planes.q1_AJWZajEk.en.txt,1,1649,62.17,63.53,79.55,70.29,1649.00,14.31,86.60,55.31,15.71,8.91,3.64,1.03,3.52,0.18,0.55,6.79,7.40,14.49,7.34,4.91,8.79,1.76,16.62,4.24,2.61,1.88,2.49,2.18,3.94,3.15,0.79,0.24,0.00,0.24,7.76,0.00,0.30,0.00,0.42,10.31,2.18,1.58,1.03,1.82,1.15,3.34,3.46,0.91,0.73,1.52,1.15,0.79,0.24,0.00,0.12,7.22,1.21,1.27,3.76,1.46,0.24,4.55,10.07,1.76,18.01,4.37,9.10,4.79,0.55,1.15,0.12,0.18,0.36,0.06,1.70,0.12,0.06,0.61,0.73,0.06,4.67,0.06,0.06,0.12,0.00,0.00,0.00,0.85,0.00,3.15,0.00,0.42
20141008.What's the difference between a solar and lunar eclipse.rVE8PFYlwSM.en.txt,1,958,83.89,59.90,47.09,55.28,958.00,11.69,82.36,54.07,10.54,4.49,1.04,0.84,2.40,0.00,0.21,6.05,13.36,13.15,8.66,6.37,6.99,1.04,15.45,4.59,2.92,2.82,1.98,2.19,1.77,1.67,0.10,0.00,0.00,0.10,4.70,0.00,0.00,0.00,0.00,10.13,1.46,0.94,2.09,2.51,2.19,3.34,5.53,4.80,0.00,0.63,0.63,0.52,0.00,0.00,0.10,3.13,1.04,0.42,0.94,0.73,0.00,0.63,13.36,1.15,16.81,1.77,8.25,6.58,0.21,0.63,0.21,0.00,0.00,0.00,1.04,0.00,0.21,0.52,0.42,0.00,3.03,0.00,0.00,0.21,0.00,0.00,0.00,0.10,0.00,2.71,0.00,0.00
20170217.Physics Girl Trailer.x4GqoH4belA.en.txt,1,30,89.57,84.14,23.51,84.54,30.00,20.00,83.33,50.00,10.00,6.67,3.33,3.33,0.00,0.00,0.00,3.33,6.67,20.00,3.33,10.00,6.67,0.00,10.00,0.00,0.00,0.00,0.00,3.33,3.33,3.33,0.00,0.00,0.00,0.00,10.00,0.00,0.00,3.33,0.00,3.33,0.00,3.33,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.00,3.33,0.00,0.00,0.00,3.33,6.67,3.33,0.00,3.33,0.00,0.00,0.00,6.67,3.33,13.33,3.33,6.67,3.33,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67
20141227.How Rainbows Form.xkDhQGXqwCM.en.txt,1,737,79.87,62.76,73.09,37.79,737.00,13.03,88.20,56.31,11.13,3.93,0.27,1.09,2.17,0.00,0.41,7.19,9.50,17.23,7.33,8.55,7.73,1.22,14.65,8.14,4.07,1.76,1.63,2.31,1.49,1.09,0.41,0.00,0.00,0.14,5.70,0.00,0.14,0.00,0.14,10.72,1.22,1.49,1.36,2.44,1.49,4.21,11.67,11.40,0.27,0.00,1.90,0.41,0.00,0.00,1.49,5.97,1.22,0.00,3.66,1.22,0.00,1.90,11.40,1.90,20.35,3.80,12.48,4.48,0.00,0.41,0.14,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.41,0.00,3.26,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,2.71,0.00,0.27
20170419.Why outlets spark when unplugging - EMF & Inductors.g1Ld8D2bnJM.en.txt,1,1128,62.50,69.33,72.33,79.19,1128.00,20.12,84.49,54.61,16.13,6.47,1.95,0.98,3.28,0.09,0.18,9.49,9.57,12.59,7.62,6.21,7.62,1.06,16.31,2.93,1.42,2.22,0.71,1.86,4.17,3.55,0.62,0.00,0.27,0.09,7.09,0.09,0.09,0.27,0.27,13.12,3.99,4.96,0.89,2.39,0.89,3.28,1.68,1.15,0.18,0.27,0.62,0.18,0.09,0.00,0.27,6.74,1.51,1.15,2.75,1.60,0.35,3.19,12.23,0.98,16.31,3.90,7.89,4.96,1.95,0.89,0.18,0.27,0.09,0.09,0.53,0.00,0.09,0.35,0.00,0.09,4.61,0.00,0.00,0.18,0.00,0.00,0.00,0.27,0.00,3.90,0.00,0.27
20150314.Calculating Pi with Darts.M34TO71SKGk.en.txt,1,805,47.39,68.59,21.54,63.45,805.00,8.45,85.84,54.04,17.02,9.19,3.11,3.73,1.74,0.62,0.00,7.83,6.58,12.80,11.80,5.47,5.47,1.49,18.76,6.09,3.48,2.24,6.21,2.48,3.60,2.73,0.75,0.12,0.25,0.00,6.83,0.00,0.00,0.62,0.00,12.67,1.99,1.61,2.24,4.35,0.99,2.86,2.86,2.73,0.00,0.12,0.37,0.00,0.12,0.00,0.25,8.07,3.98,1.74,0.99,1.37,0.37,1.24,14.66,1.61,11.18,0.87,7.20,3.11,0.00,0.12,0.00,0.50,0.00,0.00,3.85,0.00,1.24,1.49,1.61,0.00,5.34,0.00,0.00,0.25,0.00,0.00,0.00,0.87,0.00,4.10,0.00,0.12
