Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
"20150703.Definition of pH _ Water, acids, and bases _ Biology _ Khan Academy.J7-GewgqWUQ.en.txt",1,2155,43.74,58.44,30.61,33.79,2155.00,13.36,82.78,58.93,15.64,6.03,1.90,2.04,1.81,0.00,0.28,9.61,7.47,13.23,10.86,7.05,8.17,2.13,17.96,4.59,3.29,1.25,5.99,2.41,2.41,1.44,0.97,0.05,0.05,0.79,5.94,0.00,0.00,0.00,0.00,12.58,3.67,1.16,2.23,3.43,1.16,3.62,3.02,1.81,0.84,0.09,2.18,0.37,0.00,0.00,1.81,6.31,2.23,0.37,2.97,0.88,0.05,1.62,12.44,2.13,11.00,2.00,7.10,1.81,0.70,0.19,0.00,0.00,0.00,0.00,0.70,0.00,0.05,0.09,0.56,0.00,2.83,0.00,0.00,0.09,0.00,0.00,0.00,0.05,0.00,2.55,0.00,0.14
20150706.Carbon as a building block of life _ Properties of carbon _ Biology _ Khan Academy.JgYlogdtJDo.en.txt,1,1635,27.27,72.14,17.06,55.76,1635.00,15.29,81.10,58.84,16.64,5.99,1.22,0.80,3.00,0.00,0.98,10.64,5.50,12.11,11.99,8.69,9.42,0.31,17.06,2.63,2.63,1.65,4.83,2.94,1.71,1.65,0.06,0.06,0.00,0.00,6.85,0.00,0.00,0.00,0.00,10.58,1.77,1.59,1.59,3.43,1.16,3.18,2.75,1.71,0.55,0.43,1.47,0.37,0.80,0.00,0.31,3.85,1.22,0.43,1.90,0.37,0.00,0.86,14.01,1.59,10.70,0.73,7.34,2.57,0.73,0.06,0.00,0.06,0.00,0.00,0.49,0.06,0.00,0.12,0.24,0.00,3.49,0.00,0.00,0.12,0.00,0.00,0.00,0.61,0.00,2.69,0.00,0.06
20091209.Oxidation and reduction review from biological point-of-view _ Biomolecules _ MCAT _ Khan Academy.orI2m6IarJg.en.txt,1,2367,34.16,67.88,12.83,20.05,2367.00,18.76,80.44,58.01,17.36,7.73,2.28,1.61,2.75,0.30,0.80,9.63,7.44,11.41,10.86,7.01,9.08,1.18,18.55,2.15,1.65,1.77,2.62,3.42,3.08,1.35,1.73,0.21,0.00,1.44,7.77,0.00,0.30,0.00,0.59,11.62,1.99,2.49,1.99,2.66,1.10,4.01,2.03,1.14,0.68,0.08,0.84,0.04,0.00,0.00,0.17,6.21,1.82,2.41,0.68,2.20,0.89,2.62,13.31,1.61,8.20,0.93,4.52,2.75,2.28,0.21,0.00,0.08,0.00,0.00,0.34,0.00,0.04,0.00,0.25,0.00,4.10,0.00,0.00,0.08,0.00,0.00,0.00,0.17,0.00,3.84,0.00,0.00
20100205.Photorespiration.EQvTEFCANTM.en.txt,1,2890,33.48,75.35,46.56,31.06,2890.00,15.40,82.60,58.27,17.20,8.34,1.90,2.73,3.18,0.00,0.52,8.86,5.74,12.70,10.03,7.92,9.20,1.00,17.16,1.52,0.87,1.52,5.43,2.73,1.38,0.83,0.52,0.03,0.00,0.17,7.99,0.00,0.07,0.03,0.07,11.80,2.04,2.70,1.11,2.66,0.97,4.15,1.80,1.42,0.14,0.07,0.31,0.03,0.03,0.00,0.17,6.37,3.08,0.59,1.49,1.04,0.28,3.01,12.60,2.35,13.49,2.49,6.82,4.46,1.59,0.76,0.00,0.03,0.00,0.00,0.83,0.00,0.62,0.00,0.17,0.03,4.36,0.00,0.00,0.07,0.10,0.00,0.00,0.21,0.00,3.81,0.00,0.17
20150826.Lactic acid fermentation _ Cellular respiration _ Biology _ Khan Academy.lfeXuK8pbFw.en.txt,1,1943,26.00,77.22,13.79,46.65,1943.00,16.47,80.49,59.65,18.12,6.38,0.87,2.57,2.73,0.00,0.21,11.73,7.46,11.01,11.63,8.96,9.11,0.62,17.65,2.37,1.54,1.75,1.96,3.04,2.37,1.75,0.62,0.00,0.00,0.57,7.05,0.00,0.10,0.00,0.05,10.91,1.65,1.96,1.80,3.35,1.34,3.40,3.19,0.98,0.15,0.10,1.08,0.10,0.10,0.00,0.82,7.21,2.88,0.87,1.70,1.96,0.26,1.08,15.39,1.39,10.34,1.39,5.40,3.60,1.08,0.10,0.05,0.15,0.00,0.00,0.57,0.00,0.00,0.00,0.51,0.05,4.79,0.00,0.00,0.10,0.00,0.00,0.00,0.05,0.00,4.63,0.00,0.00
20150707.Silicon-based life _ Properties of carbon _ Biology _ Khan Academy.FbP9nUrtKto.en.txt,1,1213,41.42,65.40,21.38,58.52,1213.00,15.91,79.80,56.64,15.91,5.11,0.58,2.14,1.57,0.00,0.82,10.80,4.78,14.43,10.06,7.83,8.08,1.32,16.41,3.05,2.39,1.07,5.61,2.23,2.06,1.90,0.16,0.00,0.00,0.08,6.43,0.08,0.00,0.00,0.00,11.95,1.90,1.57,1.48,2.97,1.15,4.29,0.99,0.49,0.25,0.25,0.66,0.00,0.66,0.00,0.00,4.78,2.39,0.58,1.24,0.58,0.00,1.40,12.04,1.65,10.96,1.24,7.75,1.73,0.33,0.16,0.00,0.08,0.08,0.00,0.66,0.00,0.00,0.16,0.41,0.00,3.05,0.00,0.00,0.16,0.00,0.00,0.00,0.41,0.00,2.47,0.00,0.00
20150710.Molecular structure of glucose _ Macromolecules _ Biology _ Khan Academy.-Aj5BTnz-v0.en.txt,1,1805,29.26,78.60,13.98,43.98,1805.00,12.24,82.66,59.22,18.17,6.26,1.16,2.77,2.16,0.00,0.17,11.91,6.81,11.91,11.75,7.59,9.47,0.33,17.01,2.66,1.55,1.83,4.54,3.32,2.38,1.66,0.66,0.00,0.22,0.39,7.37,0.00,0.22,0.00,0.17,10.30,1.22,2.38,2.05,1.88,1.61,2.88,1.88,1.00,0.28,0.17,1.39,0.50,0.22,0.00,0.78,7.59,3.60,0.78,2.05,1.33,0.00,1.27,13.52,2.22,11.30,1.77,6.70,3.10,0.55,0.17,0.00,0.22,0.00,0.00,0.17,0.00,0.00,0.00,0.11,0.00,4.32,0.00,0.00,0.11,0.00,0.00,0.00,0.22,0.00,3.99,0.00,0.00
20090825.Introduction to the atom _ Chemistry of life _ Biology _ Khan Academy.1xSQlwWGT8M.en.txt,1,3874,35.30,74.99,32.50,51.36,3874.00,14.30,84.51,61.10,18.22,8.05,1.70,2.09,3.38,0.00,0.88,10.17,9.37,11.41,11.10,8.21,8.39,1.08,18.02,4.18,2.74,2.09,3.02,3.25,2.09,1.73,0.36,0.03,0.05,0.10,8.23,0.00,0.00,0.00,0.00,13.84,2.99,1.26,1.96,4.75,1.42,4.18,2.99,1.52,0.98,0.44,0.39,0.03,0.13,0.00,0.23,4.36,2.14,0.41,0.98,0.90,0.10,1.55,15.28,1.32,11.36,1.37,7.33,2.66,0.54,0.18,0.08,0.18,0.00,0.00,0.77,0.00,0.13,0.08,0.44,0.10,4.13,0.03,0.03,0.08,0.00,0.00,0.00,0.28,0.00,3.64,0.00,0.08
20100212.Neuronal synapses (chemical) _ Human anatomy and physiology _ Health & Medicine _ Khan Academy.Tbq-KZaXiL4.en.txt,1,2701,29.00,63.47,39.00,46.21,2701.00,17.77,81.45,59.79,18.14,5.89,1.52,1.44,1.67,0.00,1.26,12.25,8.18,10.92,10.51,8.85,9.92,0.37,16.59,3.41,1.59,1.81,1.70,2.07,1.78,1.44,0.33,0.15,0.00,0.04,6.11,0.00,0.04,0.00,0.04,11.48,1.59,2.78,1.48,3.15,1.07,3.85,1.59,0.78,0.63,0.07,1.52,1.41,0.15,0.00,0.00,5.37,1.67,0.56,1.33,1.78,0.11,1.30,12.33,3.52,13.85,2.52,8.15,3.15,0.11,1.00,0.44,0.00,0.00,0.00,0.22,0.04,0.00,0.00,0.07,0.07,4.11,0.00,0.00,0.07,0.00,0.00,0.00,0.19,0.00,3.81,0.00,0.04
20100215.Myosin and actin _ Circulatory system physiology _ NCLEX-RN _ Khan Academy.zopoN2i7ALQ.en.txt,1,1600,23.51,71.94,47.08,79.35,1600.00,13.19,84.12,59.75,20.31,6.69,2.12,2.19,2.19,0.00,0.19,13.62,6.50,11.62,9.94,8.81,9.88,0.25,17.00,2.25,1.81,2.75,2.44,1.50,2.94,2.94,0.00,0.00,0.00,0.00,6.75,0.00,0.12,0.00,0.12,9.81,1.38,2.38,0.75,2.81,0.62,2.94,2.50,1.56,0.69,0.19,1.25,0.94,0.62,0.00,0.00,5.50,2.88,0.62,1.25,0.88,0.00,1.00,14.38,2.06,14.88,3.81,6.69,4.31,0.69,0.25,0.00,0.06,0.00,0.00,0.38,0.00,0.00,0.00,0.38,0.00,3.94,0.00,0.00,0.12,0.00,0.00,0.00,0.12,0.00,3.69,0.00,0.00
20090930.Introduction to Heredity.eEUvRrhmcxM.en.txt,1,2940,21.12,61.39,29.42,23.12,2940.00,12.07,88.57,60.00,19.97,9.97,5.41,2.21,1.26,0.31,0.78,10.00,7.45,9.52,12.04,7.45,9.15,0.54,22.76,5.88,2.14,2.35,2.41,2.59,1.56,0.68,0.85,0.03,0.65,0.03,9.56,2.14,0.07,1.09,1.26,11.12,1.63,1.33,1.53,4.39,0.85,4.18,8.23,7.04,1.12,0.00,2.93,2.72,0.03,0.00,0.14,5.00,2.55,0.85,1.46,0.78,0.00,2.79,15.14,2.07,8.37,1.33,4.49,2.59,0.92,0.17,0.00,0.07,0.03,0.00,1.05,0.00,0.58,0.00,0.48,0.00,6.02,0.00,0.00,0.07,0.00,0.00,0.00,1.09,0.00,4.66,0.00,0.20
20090930.Punnett square fun _ Biomolecules _ MCAT _ Khan Academy.D5ymMYcLtv0.en.txt,1,4181,22.09,76.71,12.63,27.36,4181.00,12.82,87.49,58.14,16.93,8.85,2.87,1.96,2.65,0.26,1.10,8.08,8.04,8.28,12.27,8.13,10.09,0.60,20.07,6.98,1.91,1.87,2.77,2.30,1.72,0.91,0.81,0.02,0.67,0.02,10.09,1.39,0.14,0.79,0.77,10.26,0.96,1.22,2.44,3.78,0.77,3.92,7.41,6.34,1.08,0.00,4.52,4.23,0.02,0.05,0.22,6.17,2.34,0.84,2.99,0.69,0.05,1.12,14.33,1.79,9.09,0.86,6.46,1.77,0.77,0.29,0.00,0.26,0.00,0.07,1.67,0.02,1.08,0.07,0.48,0.00,4.81,0.00,0.00,0.05,0.02,0.00,0.00,0.43,0.00,4.11,0.00,0.19
20150715.Molecular structure of DNA _ Macromolecules _ Biology _ Khan Academy.L677-Fl0joY.en.txt,1,2372,21.58,73.08,13.48,28.58,2372.00,14.00,81.24,61.68,19.48,5.78,1.18,2.28,1.98,0.04,0.30,13.70,7.63,10.71,11.26,8.94,9.91,0.72,16.74,1.98,1.48,2.36,3.25,2.15,1.52,0.84,0.67,0.04,0.04,0.46,6.96,0.00,0.17,0.00,0.17,7.88,0.89,1.56,1.64,2.02,0.59,3.16,3.46,1.35,0.80,0.25,0.42,0.04,0.00,0.00,0.38,6.53,2.95,0.55,2.07,0.93,0.30,1.18,13.79,1.85,10.83,1.31,6.91,2.61,0.08,0.13,0.00,0.00,0.00,0.00,0.38,0.00,0.13,0.00,0.25,0.00,3.58,0.00,0.00,0.08,0.00,0.00,0.00,0.13,0.00,3.37,0.00,0.00
20150731.Passive transport and selective permeability _ Biology _ Khan Academy.jQN07Hvq6WI.en.txt,1,1291,59.50,56.16,44.30,61.02,1291.00,18.82,85.59,63.44,12.78,5.42,1.01,1.16,1.24,0.00,2.01,7.36,8.06,18.13,14.25,6.51,8.13,2.09,20.68,3.80,2.63,0.77,0.23,2.25,3.10,2.48,0.62,0.00,0.08,0.00,7.05,0.00,0.00,0.00,0.00,11.77,1.55,1.01,2.09,3.33,1.01,4.80,1.08,0.62,0.31,0.08,1.70,0.62,0.23,0.08,0.85,6.97,1.63,0.93,3.02,0.85,0.54,1.24,15.57,4.80,14.87,4.49,8.60,1.86,0.54,0.46,0.00,0.08,0.00,0.00,1.55,0.00,1.01,0.08,0.46,0.00,4.96,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,4.80,0.00,0.00
20131029.Intermolecular forces _ Chemistry of life _ Biology _ Khan Academy.pBZ-RiT5nEE.en.txt,1,1537,44.84,70.33,16.24,46.12,1537.00,22.38,79.77,58.23,13.08,4.75,0.52,2.41,1.56,0.00,0.26,8.20,8.26,12.69,10.15,8.39,10.87,1.24,15.74,3.38,2.41,1.30,1.89,2.02,2.41,1.76,0.65,0.13,0.00,0.20,6.31,0.00,0.00,0.00,0.00,10.67,1.24,3.06,1.82,1.82,1.30,3.19,1.56,1.11,0.39,0.07,1.24,0.00,0.33,0.00,0.39,8.07,3.12,0.46,3.45,1.04,0.13,1.11,12.49,1.04,11.97,1.95,7.87,2.15,0.78,0.26,0.39,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.07,0.00,3.45,0.00,0.00,0.13,0.00,0.00,0.00,0.46,0.00,2.86,0.00,0.00
20150716.Molecular structure of RNA _ Macromolecules _ Biology _ Khan Academy.jUUJSOM1ihU.en.txt,1,1945,28.27,72.62,27.60,44.61,1945.00,15.17,78.20,58.71,15.94,6.43,1.34,2.93,1.59,0.05,0.51,9.51,6.74,10.85,11.41,9.56,9.15,0.51,16.50,2.31,1.65,1.95,2.57,2.83,1.34,1.18,0.15,0.00,0.00,0.05,7.04,0.00,0.00,0.00,0.10,9.56,1.59,1.39,1.85,2.06,0.62,3.70,2.16,1.23,0.15,0.21,0.51,0.21,0.10,0.00,0.21,6.43,3.55,0.51,1.80,0.77,0.05,1.59,13.62,1.59,12.70,1.08,7.46,4.16,0.98,0.41,0.00,0.15,0.00,0.00,0.67,0.00,0.15,0.05,0.46,0.00,3.08,0.00,0.00,0.10,0.00,0.00,0.00,0.57,0.00,2.42,0.00,0.00
"20150701.Hydrogen bonding in water _ Water, acids, and bases _ Biology _ Khan Academy.6G1evL7ELwE.en.txt",1,1246,31.52,74.49,24.89,62.30,1246.00,17.26,81.78,58.67,18.14,6.66,1.36,1.52,2.81,0.00,0.96,11.48,5.30,13.48,10.35,9.07,7.78,1.12,16.77,3.53,2.09,2.17,1.61,2.49,3.21,2.49,0.56,0.16,0.00,0.32,7.78,0.00,0.08,0.00,0.00,10.75,2.09,1.28,0.80,2.89,1.44,3.05,2.17,1.36,0.56,0.24,3.05,0.16,0.48,0.00,2.17,5.14,1.93,0.80,1.93,0.64,0.00,0.88,13.96,1.85,11.24,1.04,7.22,2.97,0.40,0.32,0.00,0.24,0.00,0.00,0.48,0.00,0.00,0.00,0.40,0.00,4.49,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,4.25,0.00,0.08
20091208.Introduction to cellular respiration _ Cellular respiration _ Biology _ Khan Academy.2f7YwCtHcgk.en.txt,1,2384,34.11,66.57,25.40,63.95,2384.00,17.87,82.80,55.83,17.03,6.80,1.68,1.51,3.27,0.00,0.34,10.23,5.96,11.58,10.23,5.91,9.98,1.05,17.53,2.68,1.68,2.01,2.98,3.06,2.35,2.18,0.17,0.04,0.00,0.00,7.26,0.00,0.08,0.00,0.08,14.47,1.85,3.02,1.85,3.94,1.13,5.03,2.73,1.30,0.42,0.25,2.10,0.34,1.09,0.00,1.09,4.57,1.59,0.50,1.43,1.05,0.00,1.68,14.09,2.52,10.32,1.93,4.87,3.36,2.60,1.17,0.00,0.25,0.00,0.00,0.38,0.00,0.04,0.08,0.13,0.04,4.99,0.00,0.00,0.08,0.00,0.00,0.00,0.17,0.00,4.74,0.00,0.00
20090922.DNA._-vZ_g7K6P0.en.txt,1,5107,19.69,73.32,22.80,44.80,5107.00,12.96,82.89,61.33,20.13,8.52,2.41,2.11,3.00,0.06,0.94,11.61,6.54,10.97,10.95,8.62,9.91,0.80,17.00,2.72,1.92,2.00,2.80,2.94,1.23,1.14,0.10,0.02,0.00,0.00,8.62,0.02,0.06,0.00,0.14,12.24,2.29,1.70,1.59,3.15,1.35,4.27,3.29,1.37,0.69,0.04,0.72,0.12,0.47,0.00,0.12,4.84,2.35,0.31,1.31,0.96,0.00,1.04,14.82,2.10,9.20,1.23,5.68,2.29,0.53,0.22,0.02,0.10,0.00,0.00,0.41,0.02,0.06,0.06,0.23,0.00,4.44,0.00,0.10,0.04,0.00,0.00,0.00,0.12,0.00,4.15,0.00,0.04
20090929.Cancer _ Cells _ MCAT _ Khan Academy.RZhL7LDPk8w.en.txt,1,2317,29.08,70.39,34.72,15.46,2317.00,14.93,87.10,59.17,18.69,8.55,1.94,1.34,2.85,0.52,1.90,10.14,7.12,11.31,9.54,7.68,9.54,1.64,16.92,4.62,2.50,1.25,2.33,4.01,3.41,1.12,1.86,0.13,0.52,0.22,10.01,0.04,0.65,0.00,0.86,16.14,2.76,1.47,1.94,5.78,1.77,5.27,2.37,0.78,0.65,0.69,2.42,0.99,1.38,0.00,0.04,4.70,1.64,0.39,1.47,0.78,0.43,1.25,13.68,1.94,11.14,1.55,5.61,3.63,0.30,0.26,0.22,0.09,0.04,0.26,0.22,0.00,0.00,0.00,0.09,0.00,4.83,0.00,0.09,0.09,0.00,0.00,0.00,0.13,0.00,4.49,0.00,0.04
20090930.Embryonic stem cells _ Cells _ MCAT _ Khan Academy.-yCIMk1x0Pk.en.txt,1,3593,32.79,75.33,43.26,24.88,3593.00,12.22,86.42,61.76,18.59,7.77,1.84,1.22,2.59,0.00,2.12,10.83,7.85,12.55,10.72,7.49,9.96,0.83,18.65,2.25,1.95,1.98,1.39,3.03,1.89,0.89,0.95,0.11,0.56,0.06,9.77,0.33,0.03,0.28,0.08,13.08,2.00,1.36,1.48,4.81,1.48,4.06,1.84,1.17,0.53,0.08,1.31,0.56,0.31,0.03,0.45,4.37,1.39,0.67,1.28,1.09,0.06,1.45,14.58,3.28,13.55,2.37,7.40,3.79,0.95,0.72,0.03,0.03,0.00,0.22,0.53,0.00,0.08,0.03,0.28,0.03,3.59,0.00,0.00,0.06,0.00,0.00,0.00,0.11,0.00,3.42,0.00,0.00
20090921.Natural Selection and the Owl Butterfly.dR_BFmDMRaI.en.txt,1,2793,18.20,65.86,33.68,41.98,2793.00,15.07,89.87,63.09,20.16,7.27,1.93,1.54,2.33,0.25,1.22,12.82,6.55,11.35,10.67,9.34,10.20,1.18,19.16,4.08,3.15,2.15,1.40,3.37,2.26,1.54,0.64,0.07,0.32,0.04,8.16,0.00,0.75,0.07,0.90,17.29,2.65,2.33,1.47,6.84,1.36,4.80,4.69,3.40,0.50,0.07,1.86,0.68,0.25,0.00,0.86,4.73,1.58,0.86,1.68,0.93,0.14,1.83,14.61,2.29,10.81,1.83,5.30,3.83,0.50,0.21,0.04,0.07,0.00,0.07,0.61,0.04,0.00,0.07,0.32,0.04,4.55,0.00,0.00,0.07,0.00,0.00,0.00,0.18,0.00,4.08,0.00,0.21
20100218.B lymphocytes (B cells) _ Immune system physiology _ NCLEX-RN _ Khan Academy.Z36dUduOk1Y.en.txt,1,2500,23.55,71.23,23.37,41.69,2500.00,15.92,84.48,59.60,18.20,7.88,1.88,1.12,1.92,0.60,2.36,10.32,5.00,13.00,12.64,9.04,8.20,0.96,18.48,3.84,2.72,1.48,2.24,3.96,1.44,1.16,0.28,0.08,0.04,0.04,9.36,0.00,0.68,0.00,1.28,12.08,1.88,1.92,1.12,3.52,1.36,3.96,1.40,0.92,0.36,0.12,1.28,0.48,0.68,0.00,0.08,3.12,1.20,0.52,0.76,0.64,0.20,1.00,14.68,3.56,10.64,2.52,5.00,3.08,0.80,0.08,0.00,0.08,0.00,0.04,1.64,0.00,1.36,0.00,0.16,0.00,6.48,0.00,0.12,0.08,0.00,0.00,0.00,1.28,0.00,5.00,0.00,0.00
20150504.Mitosis _ Cells _ MCAT _ Khan Academy.TKGcfbyFXsw.en.txt,1,2018,41.16,75.77,56.97,42.88,2018.00,18.38,83.60,59.86,16.80,6.49,1.29,1.88,2.38,0.00,0.94,10.31,7.14,13.53,10.21,9.07,8.18,0.50,17.29,3.62,1.68,2.03,2.73,2.63,1.09,0.99,0.05,0.05,0.00,0.00,7.98,0.74,0.00,0.69,0.00,8.97,0.89,1.04,0.74,2.58,0.84,3.47,1.78,1.49,0.30,0.00,0.10,0.05,0.05,0.00,0.00,5.25,2.92,0.35,1.93,0.35,0.00,1.68,12.88,2.18,17.15,2.48,9.32,5.50,0.25,0.45,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.35,0.05,3.22,0.00,0.00,0.10,0.00,0.00,0.00,0.05,0.00,3.07,0.00,0.00
20100209.The lungs and pulmonary system _ Health & Medicine _ Khan Academy.SPGRkexI_cs.en.txt,1,3657,30.73,79.17,62.52,37.88,3657.00,12.63,88.27,62.07,18.76,9.41,2.32,3.39,2.35,0.30,1.04,9.35,8.07,12.61,9.82,9.35,10.06,0.68,16.76,3.55,2.46,1.86,1.56,2.02,1.34,1.01,0.33,0.30,0.00,0.03,8.97,0.00,0.25,0.00,0.55,9.68,1.72,1.59,0.93,3.20,0.44,3.58,2.41,1.31,0.33,0.19,5.33,4.48,0.60,0.00,0.30,6.75,3.42,0.46,1.64,1.20,0.11,0.98,14.11,2.16,16.52,2.65,11.13,3.28,0.19,0.36,0.00,0.03,0.00,0.00,0.36,0.00,0.03,0.00,0.25,0.08,3.39,0.00,0.00,0.05,0.00,0.00,0.00,0.03,0.00,3.25,0.00,0.05
20150813.ATP hydrolysis mechanism _ Energy and enzymes _ Biology _ Khan Academy.-KE7jTXwNYs.en.txt,1,879,27.43,74.18,14.59,72.61,879.00,16.04,83.05,60.64,18.20,6.14,0.57,2.16,2.62,0.00,0.80,12.06,6.60,11.83,12.17,7.17,8.65,1.59,19.45,2.73,1.82,2.16,1.14,3.07,3.87,3.19,0.68,0.11,0.34,0.23,7.96,0.00,0.00,0.00,0.00,12.74,1.93,2.28,2.16,4.55,0.80,4.10,1.37,0.80,0.46,0.00,0.91,0.00,0.00,0.23,0.68,7.39,2.62,1.25,1.93,1.93,0.00,1.82,16.50,2.39,10.24,1.48,6.14,2.62,0.68,0.23,0.00,0.46,0.00,0.00,0.34,0.00,0.00,0.11,0.23,0.00,3.30,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,3.07,0.00,0.00
"20150701.Water as a solvent _ Water, acids, and bases _ Biology _ Khan Academy.lCvBp73ZJ-A.en.txt",1,1607,25.62,59.34,8.81,89.38,1607.00,15.99,82.64,61.92,17.61,5.54,1.80,1.37,1.68,0.06,0.62,12.07,8.03,11.33,13.19,7.97,8.90,1.80,18.79,2.12,1.00,1.31,1.12,1.87,4.42,4.11,0.31,0.31,0.00,0.00,5.60,0.00,0.06,0.06,0.00,9.89,1.06,1.00,1.87,3.55,1.74,2.68,1.74,1.00,0.31,0.19,3.05,0.06,0.12,0.00,2.86,5.91,1.80,0.62,1.62,1.99,0.06,1.87,14.25,2.36,9.27,2.43,4.98,1.87,0.44,0.06,0.00,0.00,0.00,0.00,1.06,0.00,0.00,0.19,0.81,0.00,3.61,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,3.48,0.00,0.00
20150630.Chemical reactions introduction _ Chemistry of life _ Biology _ Khan Academy.TStjgUmL1RQ.en.txt,1,1733,25.61,72.76,35.75,57.41,1733.00,15.81,87.19,60.59,19.39,7.67,1.62,2.19,3.06,0.00,0.81,11.71,6.52,11.25,10.56,9.12,7.91,0.92,17.43,3.06,1.67,1.56,3.29,3.69,2.25,1.96,0.29,0.00,0.06,0.06,8.25,0.00,0.00,0.00,0.00,15.23,1.38,4.62,1.90,3.75,0.98,4.90,1.73,0.87,0.35,0.23,0.98,0.23,0.12,0.00,0.52,5.31,2.37,0.35,2.14,0.40,0.06,1.50,13.85,1.79,12.81,2.37,8.25,2.31,1.15,0.06,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.40,0.00,2.83,0.00,0.00,0.12,0.00,0.00,0.00,0.17,0.00,2.54,0.00,0.00
"20110731.Elements and atoms _ Atoms, compounds, and ions _ Chemistry _ Khan Academy.IFKnq9QM6_A.en.txt",1,2538,36.32,64.31,22.51,50.00,2538.00,16.35,81.88,60.91,16.23,6.62,1.54,1.62,2.68,0.00,0.79,9.61,7.88,12.25,12.29,7.37,9.18,0.91,16.19,3.90,2.25,1.26,3.51,2.80,1.85,1.58,0.28,0.04,0.04,0.08,6.90,0.00,0.00,0.00,0.00,14.70,1.89,2.40,2.21,4.06,2.05,5.08,1.18,0.71,0.16,0.28,0.28,0.12,0.04,0.00,0.12,5.00,1.73,0.75,1.73,1.18,0.20,1.65,12.84,1.38,10.17,1.34,6.38,2.25,0.63,0.00,0.00,0.04,0.00,0.00,0.28,0.00,0.04,0.08,0.16,0.00,2.99,0.00,0.00,0.08,0.00,0.00,0.00,0.43,0.00,2.48,0.00,0.00
20150713.Hydrolysis _ Macromolecules _ Biology _ Khan Academy.SOQyiM6V3RQ.en.txt,1,1557,18.58,75.41,16.77,50.97,1557.00,17.08,81.44,63.84,21.07,5.78,0.96,2.44,2.18,0.00,0.19,15.29,6.23,11.75,12.14,8.99,9.06,0.19,18.24,1.41,0.90,1.73,0.96,1.67,1.48,1.41,0.06,0.00,0.00,0.06,6.62,0.00,0.39,0.00,0.39,9.06,0.71,1.16,2.70,3.08,1.09,3.21,2.06,1.41,0.19,0.45,1.28,0.26,0.13,0.00,1.03,7.19,2.76,0.32,2.50,1.61,0.00,1.80,13.23,1.80,13.04,1.48,8.80,2.31,0.13,0.13,0.00,0.06,0.00,0.00,0.26,0.00,0.00,0.06,0.13,0.00,3.53,0.00,0.00,0.13,0.00,0.00,0.00,0.13,0.00,3.21,0.00,0.06
20150703.Brønsted–Lowry acids and bases _ Chemical reactions _ AP Chemistry _ Khan Academy.XVOU9c3crbc.en.txt,1,1568,28.22,77.41,17.95,44.45,1568.00,15.94,83.80,60.46,18.11,6.95,0.96,1.15,4.08,0.00,0.77,11.16,7.65,12.05,12.18,8.93,8.61,0.89,21.05,2.04,2.23,1.47,1.08,2.04,2.30,1.66,0.64,0.00,0.00,0.57,7.46,0.00,0.00,0.00,0.00,11.86,2.87,2.55,2.55,2.81,0.57,3.32,4.08,1.21,0.51,0.45,1.53,0.00,0.06,0.00,1.47,4.97,1.40,1.40,1.59,0.77,0.00,2.36,13.78,2.93,10.91,2.30,6.51,1.98,0.57,0.19,0.06,0.45,0.00,0.00,1.08,0.00,0.00,0.06,0.83,0.00,5.23,0.00,0.00,0.13,0.00,0.00,0.00,0.38,0.00,4.66,0.00,0.06
20150828.Oxidative phosphorylation and the electron transport chain _ Khan Academy.J30zpvbmw7s.en.txt,1,2595,36.92,74.02,30.83,62.31,2595.00,17.19,81.35,60.62,18.07,7.36,1.81,2.50,1.66,0.00,1.39,10.71,7.55,13.10,10.67,7.28,9.75,0.50,16.72,2.89,2.39,1.39,0.81,2.74,2.24,2.08,0.15,0.00,0.00,0.08,7.21,0.00,0.00,0.00,0.00,9.09,0.89,2.16,1.19,2.16,1.19,2.62,1.93,1.08,0.46,0.15,0.35,0.12,0.00,0.00,0.19,6.28,2.85,0.66,1.70,1.23,0.15,1.23,12.87,2.58,13.87,3.01,8.36,2.54,1.08,0.12,0.08,0.15,0.04,0.00,0.15,0.00,0.04,0.04,0.04,0.04,3.31,0.00,0.00,0.08,0.00,0.00,0.00,0.12,0.00,3.04,0.00,0.08
